method,split,task,regime,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_regret_to_oracle,ci95_regret_to_oracle,groups
memory_only_belief_tracking,physical_removal_shift,shelf_retrieval,object_removed,0.4252,0.0469,0.2936,0.0112,0.2285,0.0087,0.1837,0.0175,0.1514,0.0253,0.0867,0.0208,0.2024,0.0144,0.1293,0.0252,0.8531,0.0082,0.1477,0.0056,0.3895,0.0359,7
memory_only_belief_tracking,physical_removal_shift,shelf_retrieval,substitute_goal_available,0.4048,0.0378,0.2922,0.0064,0.2329,0.0111,0.165,0.0303,0.0816,0.0193,0.1344,0.0132,0.2364,0.0351,0.1531,0.0276,0.8287,0.0138,0.1463,0.0047,0.4235,0.0609,7
memory_only_belief_tracking,physical_removal_shift,shelf_retrieval,visual_occlusion,0.5051,0.0407,0.2925,0.012,0.2324,0.0075,0.0986,0.0195,0.0544,0.0238,0.1752,0.0253,0.2024,0.0441,0.1633,0.0189,0.8157,0.0168,0.1546,0.0034,0.3197,0.0343,7
memory_only_belief_tracking,physical_removal_shift,tool_handoff,cascading_disappearing_goal,0.2891,0.0488,0.295,0.0146,0.2305,0.0055,0.2619,0.0394,0.1752,0.0317,0.1395,0.0317,0.2109,0.0282,0.1446,0.0219,0.9789,0.0158,0.1486,0.0084,0.4898,0.0737,7
memory_only_belief_tracking,physical_removal_shift,tool_handoff,goal_specification_changed,0.398,0.055,0.2941,0.0146,0.2317,0.0129,0.2126,0.0354,0.1241,0.0238,0.0918,0.0321,0.1888,0.0424,0.1446,0.018,0.8528,0.0129,0.145,0.0101,0.398,0.0301,7
memory_only_belief_tracking,physical_removal_shift,tool_handoff,human_temporary_obstruction,0.4949,0.0352,0.2976,0.0079,0.2316,0.0071,0.1276,0.0189,0.1088,0.0332,0.1327,0.0246,0.1599,0.0337,0.1769,0.0257,0.8102,0.0155,0.1506,0.0059,0.3061,0.0503,7
memory_only_belief_tracking,physical_removal_shift,tool_handoff,object_moved,0.4337,0.0541,0.2902,0.0077,0.2351,0.013,0.1854,0.0227,0.0935,0.0219,0.1003,0.0233,0.1854,0.036,0.1769,0.0379,0.7753,0.0117,0.1488,0.004,0.3741,0.0609,7
memory_only_belief_tracking,physical_removal_shift,tool_handoff,object_removed,0.415,0.0513,0.288,0.0112,0.2363,0.0132,0.2194,0.0438,0.1003,0.0278,0.0935,0.0271,0.2228,0.0243,0.1224,0.0258,0.8987,0.0169,0.144,0.0065,0.3878,0.0521,7
memory_only_belief_tracking,physical_removal_shift,tool_handoff,substitute_goal_available,0.4133,0.0431,0.295,0.007,0.2412,0.0074,0.1803,0.0421,0.1003,0.0183,0.1173,0.0316,0.1888,0.0399,0.1497,0.0233,0.8455,0.0203,0.1457,0.0045,0.3741,0.0499,7
memory_only_belief_tracking,physical_removal_shift,tool_handoff,visual_occlusion,0.4711,0.0269,0.2872,0.0111,0.2397,0.0112,0.119,0.0161,0.0612,0.0193,0.1786,0.0322,0.2279,0.0457,0.1769,0.02,0.808,0.0095,0.1522,0.0082,0.3418,0.0366,7
oracle_goal_state_supervisor,combined_disappearance_stress,bin_sorting,cascading_disappearing_goal,0.8197,0.0257,0.7091,0.018,0.6465,0.0057,0.0459,0.0119,0.0204,0.0132,0.0153,0.0084,0.4269,0.0568,0.5595,0.0472,0.6327,0.0071,0.2709,0.007,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,bin_sorting,goal_specification_changed,0.8214,0.0314,0.716,0.0058,0.6389,0.0058,0.0289,0.0143,0.0068,0.0086,0.0068,0.0086,0.5119,0.0401,0.5442,0.0263,0.5308,0.014,0.262,0.0035,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,bin_sorting,human_temporary_obstruction,0.8129,0.0359,0.7067,0.0091,0.6466,0.0113,0.0323,0.0111,0.0221,0.0139,0.0136,0.0061,0.4864,0.0588,0.5799,0.0189,0.5192,0.0093,0.2595,0.0055,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,bin_sorting,object_moved,0.7993,0.0376,0.7096,0.008,0.6407,0.0081,0.0374,0.0213,0.0085,0.0098,0.0085,0.0098,0.5323,0.0521,0.5867,0.0422,0.4741,0.0132,0.2643,0.0067,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,bin_sorting,object_removed,0.8282,0.0215,0.7163,0.011,0.645,0.0129,0.0221,0.0094,0.0119,0.0169,0.0153,0.0132,0.4898,0.0139,0.5408,0.016,0.5586,0.0133,0.2593,0.0034,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,bin_sorting,substitute_goal_available,0.8214,0.0244,0.7044,0.0119,0.6398,0.0106,0.0272,0.0189,0.0051,0.0069,0.0034,0.0043,0.4949,0.0567,0.5476,0.0391,0.5356,0.0098,0.2676,0.0037,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,bin_sorting,visual_occlusion,0.8333,0.0244,0.7052,0.0062,0.6418,0.0131,0.0323,0.0141,0.0119,0.0072,0.0187,0.01,0.5136,0.0224,0.6327,0.0236,0.5207,0.0152,0.2656,0.007,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,drawer_placement,cascading_disappearing_goal,0.7806,0.0435,0.7069,0.0116,0.6498,0.0089,0.051,0.015,0.0255,0.0164,0.0136,0.0129,0.4983,0.0303,0.5374,0.0262,0.7042,0.0104,0.2641,0.0092,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,drawer_placement,goal_specification_changed,0.7721,0.0271,0.7122,0.0129,0.6431,0.0053,0.0408,0.0086,0.0119,0.0125,0.0085,0.0132,0.4524,0.0161,0.5374,0.0354,0.5488,0.0165,0.2647,0.0063,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,drawer_placement,human_temporary_obstruction,0.8061,0.0321,0.7124,0.0069,0.645,0.0079,0.0289,0.0086,0.0153,0.0159,0.0255,0.0156,0.5204,0.046,0.5935,0.0336,0.5315,0.0066,0.2604,0.0059,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,drawer_placement,object_moved,0.8214,0.0314,0.7104,0.0088,0.6428,0.0053,0.0221,0.0079,0.0119,0.0102,0.0085,0.0067,0.4677,0.0621,0.5952,0.042,0.4892,0.0122,0.2584,0.0064,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,drawer_placement,object_removed,0.7891,0.0195,0.707,0.0189,0.6469,0.0127,0.0391,0.0202,0.0187,0.0152,0.0051,0.0047,0.5272,0.0313,0.5476,0.0475,0.6001,0.0185,0.2661,0.0057,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,drawer_placement,substitute_goal_available,0.8095,0.0326,0.699,0.0046,0.6462,0.008,0.0374,0.0129,0.0187,0.0152,0.0085,0.0067,0.4915,0.0571,0.5595,0.0519,0.555,0.0125,0.2682,0.0065,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,drawer_placement,visual_occlusion,0.7908,0.0221,0.7053,0.0184,0.6481,0.0085,0.0272,0.0141,0.0102,0.0107,0.0102,0.0079,0.4932,0.0301,0.6105,0.0562,0.5482,0.0064,0.2666,0.0057,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,mobile_pick_and_place,cascading_disappearing_goal,0.7619,0.0356,0.7158,0.0111,0.6443,0.007,0.0374,0.0193,0.0221,0.0094,0.0272,0.015,0.5459,0.0554,0.5493,0.0505,0.6894,0.0122,0.2707,0.0086,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,mobile_pick_and_place,goal_specification_changed,0.835,0.0336,0.7112,0.0113,0.6484,0.0047,0.0391,0.0214,0.0085,0.0067,0.0,0.0,0.466,0.0307,0.5986,0.046,0.56,0.0135,0.2611,0.0055,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,mobile_pick_and_place,human_temporary_obstruction,0.7976,0.0255,0.7127,0.0086,0.6445,0.01,0.0221,0.0094,0.0068,0.0069,0.0221,0.0094,0.4626,0.0831,0.5731,0.0427,0.5421,0.0061,0.2631,0.0059,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,mobile_pick_and_place,object_moved,0.8265,0.0321,0.7105,0.0073,0.6482,0.0113,0.0425,0.0112,0.0221,0.0061,0.0085,0.0132,0.5051,0.0466,0.5748,0.0253,0.4934,0.0193,0.2667,0.0074,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,mobile_pick_and_place,object_removed,0.7738,0.0306,0.7093,0.0059,0.638,0.0142,0.0425,0.0133,0.0238,0.0114,0.0017,0.0033,0.4558,0.0545,0.5323,0.0503,0.599,0.0131,0.2662,0.003,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,mobile_pick_and_place,substitute_goal_available,0.7993,0.0347,0.7117,0.018,0.6482,0.0091,0.0425,0.0133,0.0068,0.0069,0.0136,0.0129,0.5119,0.0417,0.585,0.0285,0.5636,0.0122,0.2716,0.0068,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,mobile_pick_and_place,visual_occlusion,0.8146,0.0243,0.7044,0.0092,0.6417,0.0088,0.0289,0.0112,0.0051,0.0069,0.0204,0.0159,0.5119,0.0338,0.6037,0.0455,0.5544,0.0137,0.2616,0.0047,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,shelf_retrieval,cascading_disappearing_goal,0.8027,0.0203,0.714,0.0069,0.6468,0.008,0.0408,0.0233,0.0119,0.0102,0.0119,0.0102,0.5034,0.0208,0.5391,0.038,0.6949,0.0107,0.2637,0.0081,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,shelf_retrieval,goal_specification_changed,0.7942,0.0373,0.7023,0.0132,0.6456,0.0103,0.0323,0.015,0.0153,0.0159,0.0068,0.0047,0.4932,0.0562,0.5544,0.0356,0.5416,0.0245,0.259,0.0064,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,shelf_retrieval,human_temporary_obstruction,0.8129,0.0416,0.7067,0.0122,0.6403,0.0123,0.0187,0.0069,0.0102,0.0079,0.0102,0.0094,0.5204,0.0263,0.6088,0.0257,0.5504,0.0156,0.2648,0.0068,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,shelf_retrieval,object_moved,0.8146,0.0345,0.7143,0.0081,0.6467,0.0081,0.0357,0.0216,0.0068,0.0069,0.0017,0.0033,0.4626,0.0365,0.551,0.0329,0.4825,0.0108,0.2608,0.0059,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,shelf_retrieval,object_removed,0.8044,0.0292,0.7059,0.0098,0.6507,0.0115,0.0391,0.0141,0.0204,0.0084,0.0068,0.01,0.4915,0.0373,0.5476,0.0572,0.585,0.0106,0.2688,0.003,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,shelf_retrieval,substitute_goal_available,0.7874,0.0252,0.6988,0.0106,0.6424,0.011,0.0323,0.0098,0.0102,0.0129,0.0136,0.0107,0.4915,0.0425,0.5935,0.0351,0.5577,0.0091,0.2651,0.0072,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,shelf_retrieval,visual_occlusion,0.7959,0.0379,0.712,0.0079,0.6435,0.0089,0.034,0.0156,0.0068,0.0069,0.0136,0.0107,0.5051,0.0374,0.5799,0.0393,0.5642,0.008,0.2667,0.0084,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,tool_handoff,cascading_disappearing_goal,0.7466,0.0377,0.713,0.0025,0.6397,0.011,0.0323,0.0111,0.0136,0.0107,0.0085,0.0043,0.4864,0.0257,0.4898,0.0332,0.7362,0.0092,0.2715,0.0042,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,tool_handoff,goal_specification_changed,0.801,0.0425,0.7094,0.0136,0.6392,0.0092,0.0493,0.0246,0.0034,0.0043,0.0085,0.0098,0.4966,0.0552,0.4949,0.0548,0.5713,0.0143,0.2649,0.0065,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,tool_handoff,human_temporary_obstruction,0.8214,0.0398,0.7149,0.0075,0.6487,0.0136,0.034,0.0148,0.0085,0.0098,0.0153,0.0098,0.4779,0.0445,0.5867,0.0333,0.5631,0.0175,0.2653,0.0043,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,tool_handoff,object_moved,0.8044,0.0413,0.7156,0.0119,0.6383,0.0093,0.034,0.0129,0.0136,0.0129,0.0051,0.0069,0.5136,0.0299,0.568,0.038,0.5013,0.0083,0.2635,0.0033,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,tool_handoff,object_removed,0.7891,0.0425,0.7172,0.0106,0.6521,0.0128,0.034,0.0129,0.0238,0.0176,0.0017,0.0033,0.5238,0.0572,0.585,0.029,0.6242,0.0143,0.2636,0.0056,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,tool_handoff,substitute_goal_available,0.7891,0.0258,0.7082,0.0143,0.6444,0.0069,0.0442,0.0174,0.0119,0.0072,0.0017,0.0033,0.5272,0.0508,0.5629,0.0511,0.5823,0.0234,0.2604,0.0036,0.0,0.0,7
oracle_goal_state_supervisor,combined_disappearance_stress,tool_handoff,visual_occlusion,0.835,0.0376,0.7109,0.0062,0.6398,0.0129,0.0255,0.0187,0.0051,0.0047,0.0136,0.0079,0.4728,0.0425,0.5408,0.0345,0.5739,0.0148,0.2637,0.0057,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,bin_sorting,cascading_disappearing_goal,0.8282,0.0249,0.748,0.0059,0.6727,0.0099,0.0425,0.0143,0.0187,0.01,0.0102,0.0061,0.5153,0.0477,0.602,0.0264,0.6072,0.0201,0.2665,0.0063,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,bin_sorting,goal_specification_changed,0.7925,0.0152,0.7434,0.013,0.6653,0.017,0.0408,0.0143,0.0085,0.0067,0.0017,0.0033,0.5221,0.0448,0.5748,0.0309,0.5073,0.0114,0.2634,0.0046,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,bin_sorting,human_temporary_obstruction,0.8231,0.0299,0.7411,0.006,0.6731,0.0151,0.0357,0.0169,0.017,0.0123,0.0136,0.0139,0.4796,0.0566,0.5901,0.0449,0.5051,0.0155,0.266,0.0038,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,bin_sorting,object_moved,0.8129,0.0214,0.7389,0.0087,0.6724,0.0087,0.0374,0.0139,0.0085,0.0098,0.0017,0.0033,0.534,0.0389,0.6105,0.0536,0.4562,0.0088,0.2597,0.0049,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,bin_sorting,object_removed,0.8384,0.0301,0.7395,0.009,0.6685,0.0092,0.0323,0.0122,0.0187,0.0047,0.0068,0.0069,0.4592,0.0483,0.5935,0.0608,0.5314,0.0211,0.2682,0.0056,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,bin_sorting,substitute_goal_available,0.818,0.0413,0.734,0.0132,0.6688,0.0139,0.034,0.0139,0.0068,0.01,0.0034,0.0043,0.5408,0.0321,0.5816,0.0412,0.5082,0.0123,0.262,0.0059,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,bin_sorting,visual_occlusion,0.8299,0.0202,0.7445,0.0077,0.656,0.012,0.034,0.0172,0.0034,0.0043,0.0221,0.0139,0.4677,0.0416,0.6071,0.0204,0.5134,0.0124,0.2613,0.0036,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,drawer_placement,cascading_disappearing_goal,0.8044,0.0269,0.7264,0.0091,0.6643,0.0105,0.0357,0.0191,0.0204,0.0122,0.0102,0.0094,0.534,0.0421,0.5731,0.0439,0.6496,0.0154,0.2585,0.0086,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,drawer_placement,goal_specification_changed,0.8384,0.0292,0.7422,0.0189,0.6727,0.0081,0.0459,0.0164,0.0102,0.0094,0.0136,0.0119,0.4915,0.0548,0.5833,0.0306,0.5261,0.0136,0.2655,0.0056,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,drawer_placement,human_temporary_obstruction,0.8044,0.0516,0.7383,0.0057,0.6694,0.0071,0.0221,0.0094,0.0119,0.0161,0.0136,0.0061,0.4932,0.0243,0.6378,0.0569,0.5176,0.0116,0.2638,0.0056,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,drawer_placement,object_moved,0.8248,0.0359,0.7374,0.0062,0.6637,0.0083,0.0374,0.0172,0.0085,0.0043,0.0068,0.0086,0.4677,0.0304,0.6207,0.0343,0.4637,0.0129,0.2654,0.0065,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,drawer_placement,object_removed,0.801,0.0366,0.7395,0.0104,0.6582,0.0105,0.0357,0.0135,0.0136,0.0119,0.0034,0.0067,0.483,0.0435,0.5748,0.0226,0.5514,0.0228,0.268,0.0023,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,drawer_placement,substitute_goal_available,0.7976,0.0244,0.7295,0.0095,0.6646,0.0139,0.034,0.0107,0.0,0.0,0.0034,0.0043,0.4592,0.0349,0.5901,0.0387,0.526,0.0167,0.2641,0.0061,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,drawer_placement,visual_occlusion,0.8333,0.0306,0.739,0.0119,0.6706,0.011,0.0289,0.0123,0.0,0.0,0.0136,0.0119,0.4813,0.0309,0.585,0.0661,0.5448,0.0104,0.264,0.0066,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,mobile_pick_and_place,cascading_disappearing_goal,0.7908,0.0274,0.7398,0.0118,0.6643,0.0101,0.0391,0.0141,0.0238,0.0161,0.0204,0.0111,0.4575,0.0638,0.5527,0.0254,0.6424,0.0164,0.2633,0.0104,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,mobile_pick_and_place,goal_specification_changed,0.8197,0.0347,0.739,0.0168,0.6607,0.0086,0.0476,0.0135,0.017,0.0123,0.0034,0.0067,0.5,0.0353,0.5629,0.0373,0.5251,0.0126,0.2694,0.0065,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,mobile_pick_and_place,human_temporary_obstruction,0.8214,0.0249,0.7432,0.0075,0.6648,0.0069,0.0255,0.0107,0.0051,0.0047,0.0119,0.0072,0.5017,0.0396,0.6224,0.0387,0.5283,0.0155,0.2629,0.0067,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,mobile_pick_and_place,object_moved,0.8061,0.03,0.7408,0.0157,0.6676,0.0082,0.034,0.0187,0.0187,0.0133,0.0034,0.0043,0.4728,0.0317,0.6003,0.0546,0.4757,0.0075,0.2674,0.0076,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,mobile_pick_and_place,object_removed,0.7993,0.0328,0.7456,0.0125,0.6531,0.0112,0.0357,0.0144,0.0289,0.01,0.0102,0.0107,0.4915,0.0503,0.5935,0.0362,0.545,0.0185,0.2651,0.0067,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,mobile_pick_and_place,substitute_goal_available,0.7891,0.0268,0.7434,0.0105,0.6628,0.0107,0.0442,0.0182,0.0119,0.0051,0.0034,0.0067,0.4813,0.037,0.5833,0.0391,0.5393,0.0122,0.2684,0.0047,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,mobile_pick_and_place,visual_occlusion,0.8146,0.0215,0.7418,0.0084,0.6654,0.0104,0.0255,0.0129,0.0119,0.0102,0.0153,0.0084,0.5085,0.0501,0.6139,0.0387,0.5418,0.0119,0.2647,0.0062,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,shelf_retrieval,cascading_disappearing_goal,0.8129,0.0273,0.7495,0.0132,0.6619,0.0095,0.0306,0.0196,0.0153,0.0084,0.0085,0.0043,0.4847,0.0363,0.6037,0.0282,0.6389,0.0095,0.2673,0.0042,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,shelf_retrieval,goal_specification_changed,0.818,0.0309,0.7353,0.0063,0.6694,0.0101,0.0578,0.0193,0.0068,0.0047,0.0017,0.0033,0.4235,0.0203,0.5901,0.0477,0.5267,0.0083,0.2632,0.0085,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,shelf_retrieval,human_temporary_obstruction,0.7942,0.0268,0.7423,0.007,0.6627,0.0098,0.034,0.0156,0.0102,0.0107,0.0221,0.0107,0.466,0.0343,0.6395,0.0503,0.5285,0.0143,0.2666,0.0042,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,shelf_retrieval,object_moved,0.7959,0.0418,0.7444,0.0097,0.6713,0.0081,0.0459,0.0094,0.0119,0.0125,0.0085,0.0067,0.4983,0.0267,0.6054,0.0482,0.4813,0.0097,0.2711,0.0072,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,shelf_retrieval,object_removed,0.8044,0.0325,0.7475,0.0102,0.6686,0.0077,0.0459,0.0094,0.0153,0.0098,0.0085,0.0067,0.4711,0.01,0.5969,0.0479,0.5434,0.0088,0.266,0.0035,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,shelf_retrieval,substitute_goal_available,0.8061,0.0377,0.747,0.0114,0.6749,0.0094,0.0408,0.0209,0.0034,0.0043,0.0085,0.0084,0.4609,0.0528,0.6173,0.0465,0.5306,0.0149,0.2658,0.0071,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,shelf_retrieval,visual_occlusion,0.8333,0.0423,0.7327,0.0104,0.6599,0.0082,0.0272,0.0084,0.0034,0.0043,0.0153,0.0067,0.4745,0.0442,0.6241,0.0423,0.5499,0.0146,0.2696,0.0038,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,tool_handoff,cascading_disappearing_goal,0.7806,0.0423,0.7383,0.0065,0.6667,0.0134,0.034,0.018,0.0204,0.0141,0.0102,0.0079,0.5085,0.0329,0.5782,0.0274,0.6746,0.0159,0.2622,0.0083,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,tool_handoff,goal_specification_changed,0.801,0.0273,0.7435,0.0054,0.6571,0.0037,0.0357,0.0072,0.0119,0.0088,0.0017,0.0033,0.466,0.0554,0.6037,0.0488,0.5471,0.0134,0.2661,0.0093,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,tool_handoff,human_temporary_obstruction,0.801,0.0449,0.7299,0.0097,0.6605,0.0085,0.0493,0.0107,0.0068,0.0047,0.0153,0.0122,0.4796,0.0329,0.602,0.0317,0.5304,0.0136,0.2688,0.0044,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,tool_handoff,object_moved,0.8044,0.0227,0.7472,0.004,0.6667,0.0043,0.0493,0.023,0.0102,0.0107,0.0034,0.0067,0.4524,0.0672,0.6139,0.0243,0.4784,0.0178,0.2624,0.0082,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,tool_handoff,object_removed,0.7925,0.0305,0.7377,0.0129,0.6748,0.0096,0.0289,0.0143,0.0323,0.0202,0.0034,0.0067,0.534,0.0457,0.5578,0.0303,0.5751,0.0104,0.266,0.0034,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,tool_handoff,substitute_goal_available,0.7908,0.0152,0.7387,0.0081,0.6707,0.013,0.0544,0.0175,0.017,0.0152,0.0119,0.0072,0.4847,0.06,0.5697,0.0351,0.5426,0.0105,0.2695,0.0098,0.0,0.0,7
oracle_goal_state_supervisor,delayed_reappearance,tool_handoff,visual_occlusion,0.8163,0.0296,0.7528,0.0134,0.6681,0.0104,0.0357,0.0125,0.0085,0.0084,0.0221,0.0107,0.4796,0.0387,0.6276,0.0552,0.5583,0.0102,0.2684,0.0048,0.0,0.0,7
oracle_goal_state_supervisor,nominal,bin_sorting,cascading_disappearing_goal,0.835,0.0267,0.8012,0.0063,0.7241,0.0118,0.0357,0.0072,0.0102,0.0094,0.0068,0.01,0.5816,0.0545,0.6224,0.0321,0.4066,0.0118,0.265,0.0051,0.0,0.0,7
oracle_goal_state_supervisor,nominal,bin_sorting,goal_specification_changed,0.8537,0.0291,0.8061,0.0091,0.706,0.0097,0.0323,0.0122,0.0034,0.0043,0.0017,0.0033,0.5935,0.0535,0.5901,0.0529,0.3515,0.0134,0.2687,0.0082,0.0,0.0,7
oracle_goal_state_supervisor,nominal,bin_sorting,human_temporary_obstruction,0.835,0.0164,0.7967,0.0101,0.7164,0.0057,0.0204,0.0067,0.0068,0.0069,0.0017,0.0033,0.619,0.0364,0.619,0.0407,0.3343,0.0169,0.267,0.0087,0.0,0.0,7
oracle_goal_state_supervisor,nominal,bin_sorting,object_moved,0.8197,0.0471,0.797,0.01,0.7137,0.0103,0.0238,0.0051,0.0,0.0,0.0034,0.0043,0.6173,0.0448,0.6531,0.0358,0.3203,0.0207,0.2676,0.0068,0.0,0.0,7
oracle_goal_state_supervisor,nominal,bin_sorting,object_removed,0.8469,0.023,0.797,0.0089,0.7159,0.007,0.017,0.01,0.0085,0.0098,0.0017,0.0033,0.5748,0.0639,0.5986,0.0514,0.3726,0.016,0.2643,0.0061,0.0,0.0,7
oracle_goal_state_supervisor,nominal,bin_sorting,substitute_goal_available,0.8231,0.0285,0.7924,0.0051,0.7165,0.0078,0.0204,0.0122,0.0034,0.0043,0.0034,0.0067,0.6241,0.0309,0.6276,0.0348,0.3439,0.011,0.2685,0.004,0.0,0.0,7
oracle_goal_state_supervisor,nominal,bin_sorting,visual_occlusion,0.8282,0.0301,0.7904,0.0085,0.7196,0.0033,0.0204,0.0141,0.0102,0.0079,0.0102,0.0079,0.5612,0.0515,0.6446,0.0451,0.3465,0.0075,0.2612,0.0065,0.0,0.0,7
oracle_goal_state_supervisor,nominal,drawer_placement,cascading_disappearing_goal,0.835,0.0262,0.7979,0.0095,0.7177,0.0071,0.0238,0.0125,0.0102,0.0061,0.0119,0.0051,0.5765,0.0438,0.5833,0.0496,0.4391,0.0154,0.2659,0.0053,0.0,0.0,7
oracle_goal_state_supervisor,nominal,drawer_placement,goal_specification_changed,0.8146,0.04,0.7887,0.0062,0.7098,0.0104,0.0255,0.0148,0.0187,0.0133,0.0034,0.0043,0.6139,0.0384,0.6224,0.0189,0.3631,0.0214,0.2681,0.007,0.0,0.0,7
oracle_goal_state_supervisor,nominal,drawer_placement,human_temporary_obstruction,0.8452,0.0184,0.7967,0.0157,0.7149,0.0081,0.0238,0.0176,0.0085,0.0132,0.0017,0.0033,0.5901,0.0363,0.6412,0.0379,0.3467,0.0098,0.2707,0.0055,0.0,0.0,7
oracle_goal_state_supervisor,nominal,drawer_placement,object_moved,0.8163,0.0168,0.7942,0.0126,0.715,0.008,0.017,0.0112,0.0085,0.0043,0.0034,0.0043,0.5918,0.0413,0.6395,0.0413,0.3233,0.0119,0.2627,0.0078,0.0,0.0,7
oracle_goal_state_supervisor,nominal,drawer_placement,object_removed,0.8061,0.0232,0.8002,0.0056,0.7102,0.01,0.0187,0.0086,0.0051,0.0069,0.0034,0.0067,0.6071,0.0288,0.602,0.0374,0.3731,0.0141,0.2652,0.0075,0.0,0.0,7
oracle_goal_state_supervisor,nominal,drawer_placement,substitute_goal_available,0.835,0.0164,0.7907,0.0118,0.7131,0.0076,0.0204,0.0122,0.017,0.0086,0.0034,0.0043,0.5816,0.0119,0.6293,0.049,0.358,0.0154,0.2659,0.0044,0.0,0.0,7
