method,split,task,regime,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_regret_to_oracle,ci95_regret_to_oracle,groups
active_viewpoint_reacquisition,nominal,mobile_pick_and_place,visual_occlusion,0.6224,0.0552,0.4706,0.0105,0.339,0.0102,0.068,0.0067,0.0323,0.0208,0.0969,0.0193,0.4303,0.0614,0.3299,0.0296,0.6211,0.0129,0.2546,0.0082,0.2194,0.0646,7
active_viewpoint_reacquisition,nominal,shelf_retrieval,cascading_disappearing_goal,0.5408,0.0152,0.4729,0.0094,0.3411,0.0087,0.1565,0.0187,0.0731,0.0079,0.0816,0.0257,0.4252,0.0337,0.2738,0.0279,0.7032,0.0136,0.2421,0.0034,0.2704,0.037,7
active_viewpoint_reacquisition,nominal,shelf_retrieval,goal_specification_changed,0.5697,0.0473,0.4584,0.0145,0.3376,0.0106,0.1259,0.0183,0.0544,0.0183,0.0527,0.0233,0.4133,0.0363,0.2585,0.0359,0.6138,0.0131,0.2436,0.0049,0.2704,0.0657,7
active_viewpoint_reacquisition,nominal,shelf_retrieval,human_temporary_obstruction,0.6088,0.0382,0.48,0.011,0.3468,0.0123,0.0748,0.0132,0.0646,0.01,0.1105,0.0248,0.4116,0.048,0.233,0.0432,0.6167,0.0143,0.2482,0.0068,0.2364,0.0497,7
active_viewpoint_reacquisition,nominal,shelf_retrieval,object_moved,0.6361,0.0443,0.476,0.0124,0.3306,0.0098,0.1088,0.0224,0.0459,0.0187,0.0646,0.0168,0.4031,0.0379,0.3265,0.0317,0.5701,0.0128,0.2477,0.0036,0.2075,0.055,7
active_viewpoint_reacquisition,nominal,shelf_retrieval,object_removed,0.6105,0.0422,0.4753,0.0137,0.3477,0.0051,0.1071,0.0222,0.0527,0.0152,0.068,0.0237,0.4235,0.0269,0.2551,0.0221,0.6211,0.0031,0.2433,0.0067,0.2313,0.0692,7
active_viewpoint_reacquisition,nominal,shelf_retrieval,substitute_goal_available,0.5697,0.0276,0.4657,0.0114,0.3452,0.0044,0.1037,0.0195,0.0476,0.0144,0.0544,0.0112,0.4286,0.0539,0.3078,0.0379,0.614,0.0159,0.2404,0.0053,0.2755,0.0362,7
active_viewpoint_reacquisition,nominal,shelf_retrieval,visual_occlusion,0.648,0.0499,0.4644,0.0089,0.348,0.0075,0.0544,0.0133,0.0238,0.0114,0.0731,0.0187,0.4558,0.0482,0.2704,0.0524,0.6095,0.014,0.2488,0.0036,0.1837,0.0452,7
active_viewpoint_reacquisition,nominal,tool_handoff,cascading_disappearing_goal,0.551,0.0469,0.4795,0.0085,0.3415,0.0078,0.1293,0.0241,0.1003,0.0175,0.0731,0.0107,0.4337,0.0287,0.2483,0.0448,0.7176,0.0048,0.2517,0.0037,0.2636,0.0547,7
active_viewpoint_reacquisition,nominal,tool_handoff,goal_specification_changed,0.5782,0.0496,0.4738,0.0078,0.3392,0.0073,0.1241,0.0274,0.0765,0.0296,0.0901,0.0264,0.4133,0.0329,0.2857,0.0417,0.6246,0.0175,0.2446,0.0064,0.2296,0.0557,7
active_viewpoint_reacquisition,nominal,tool_handoff,human_temporary_obstruction,0.6088,0.0324,0.4692,0.0073,0.3381,0.0105,0.0986,0.0195,0.0476,0.0144,0.0782,0.0196,0.4388,0.0271,0.3265,0.0349,0.6127,0.0138,0.2524,0.004,0.2075,0.0391,7
active_viewpoint_reacquisition,nominal,tool_handoff,object_moved,0.5833,0.0472,0.4741,0.017,0.3449,0.0099,0.1037,0.034,0.0612,0.0094,0.0731,0.0172,0.4286,0.0417,0.2738,0.0404,0.5865,0.0102,0.2455,0.0073,0.2517,0.0566,7
active_viewpoint_reacquisition,nominal,tool_handoff,object_removed,0.5374,0.0468,0.4752,0.0094,0.3395,0.0112,0.1224,0.0174,0.0833,0.0204,0.0493,0.0172,0.4116,0.0455,0.2602,0.059,0.6478,0.0118,0.2494,0.0038,0.2772,0.0744,7
active_viewpoint_reacquisition,nominal,tool_handoff,substitute_goal_available,0.5425,0.0419,0.4823,0.014,0.3455,0.0129,0.119,0.0274,0.0544,0.019,0.0697,0.02,0.4048,0.0283,0.2976,0.0567,0.6195,0.0142,0.2459,0.0065,0.2942,0.0363,7
active_viewpoint_reacquisition,nominal,tool_handoff,visual_occlusion,0.5884,0.0259,0.4767,0.0104,0.3412,0.0126,0.0935,0.0303,0.0306,0.01,0.085,0.0246,0.4422,0.051,0.2755,0.0294,0.62,0.015,0.2513,0.0057,0.2534,0.0559,7
active_viewpoint_reacquisition,occlusion_heavy_shift,bin_sorting,cascading_disappearing_goal,0.5068,0.0249,0.4134,0.0095,0.3273,0.012,0.1582,0.0329,0.0731,0.0148,0.085,0.0193,0.3759,0.0504,0.2738,0.0326,0.7946,0.0096,0.2506,0.0028,0.3282,0.037,7
active_viewpoint_reacquisition,occlusion_heavy_shift,bin_sorting,goal_specification_changed,0.5646,0.0416,0.4134,0.0069,0.3315,0.0064,0.1327,0.0241,0.0646,0.01,0.0612,0.0193,0.398,0.0292,0.2602,0.0213,0.6705,0.0145,0.2417,0.008,0.2687,0.0384,7
active_viewpoint_reacquisition,occlusion_heavy_shift,bin_sorting,human_temporary_obstruction,0.6224,0.0278,0.4157,0.0111,0.3262,0.0089,0.1173,0.0246,0.0544,0.0175,0.102,0.0249,0.3844,0.0506,0.3027,0.0221,0.6816,0.0094,0.2542,0.0054,0.2313,0.0452,7
active_viewpoint_reacquisition,occlusion_heavy_shift,bin_sorting,object_moved,0.5408,0.0692,0.4117,0.0093,0.3284,0.0094,0.1276,0.015,0.0527,0.0152,0.0697,0.0139,0.3588,0.0533,0.2585,0.03,0.6379,0.0114,0.249,0.0075,0.2687,0.0859,7
active_viewpoint_reacquisition,occlusion_heavy_shift,bin_sorting,object_removed,0.5493,0.0393,0.4164,0.0085,0.3252,0.0085,0.1582,0.0352,0.0918,0.0084,0.0629,0.0202,0.3486,0.0202,0.2636,0.0439,0.6885,0.0084,0.2523,0.0049,0.2755,0.0528,7
active_viewpoint_reacquisition,occlusion_heavy_shift,bin_sorting,substitute_goal_available,0.5544,0.0296,0.4227,0.0079,0.3266,0.0097,0.131,0.0222,0.051,0.0189,0.0884,0.019,0.3673,0.0545,0.2772,0.0258,0.6736,0.019,0.2465,0.006,0.2976,0.0306,7
active_viewpoint_reacquisition,occlusion_heavy_shift,bin_sorting,visual_occlusion,0.6395,0.0268,0.4145,0.0126,0.3348,0.0069,0.0901,0.0317,0.0357,0.0233,0.0884,0.0283,0.4082,0.0466,0.3078,0.0393,0.6933,0.0098,0.251,0.0064,0.1735,0.0274,7
active_viewpoint_reacquisition,occlusion_heavy_shift,drawer_placement,cascading_disappearing_goal,0.517,0.0727,0.4054,0.006,0.3329,0.0136,0.1752,0.0248,0.1037,0.0237,0.1003,0.0274,0.3861,0.0539,0.2755,0.0213,0.8131,0.0121,0.2467,0.0053,0.2959,0.0771,7
active_viewpoint_reacquisition,occlusion_heavy_shift,drawer_placement,goal_specification_changed,0.5357,0.0624,0.402,0.01,0.3364,0.0102,0.1616,0.0264,0.0952,0.0176,0.0595,0.0169,0.3571,0.0297,0.2517,0.0336,0.7046,0.0121,0.2509,0.0068,0.2959,0.0754,7
active_viewpoint_reacquisition,occlusion_heavy_shift,drawer_placement,human_temporary_obstruction,0.602,0.037,0.4071,0.0123,0.3362,0.016,0.0986,0.0182,0.0765,0.0233,0.1037,0.0202,0.3673,0.057,0.267,0.0387,0.7057,0.0126,0.2552,0.0065,0.2194,0.036,7
active_viewpoint_reacquisition,occlusion_heavy_shift,drawer_placement,object_moved,0.5714,0.0301,0.4166,0.0141,0.3368,0.0101,0.1361,0.0243,0.0561,0.0202,0.0765,0.0301,0.3656,0.0304,0.2636,0.0343,0.6544,0.0182,0.2472,0.0075,0.2245,0.0399,7
active_viewpoint_reacquisition,occlusion_heavy_shift,drawer_placement,object_removed,0.5663,0.0349,0.4115,0.0064,0.3349,0.0076,0.1633,0.0232,0.0867,0.0141,0.0612,0.0139,0.3384,0.0238,0.2279,0.0347,0.7251,0.0162,0.2471,0.0081,0.2585,0.0355,7
active_viewpoint_reacquisition,occlusion_heavy_shift,drawer_placement,substitute_goal_available,0.5323,0.0309,0.4108,0.0062,0.3302,0.0066,0.1412,0.0324,0.0714,0.0265,0.0629,0.0313,0.4065,0.0294,0.2806,0.0381,0.6867,0.0084,0.2503,0.0069,0.2959,0.0473,7
active_viewpoint_reacquisition,occlusion_heavy_shift,drawer_placement,visual_occlusion,0.6207,0.0566,0.4115,0.0052,0.3265,0.0087,0.1037,0.0182,0.0527,0.01,0.1139,0.0317,0.3588,0.0409,0.2993,0.0556,0.7018,0.0086,0.251,0.0053,0.2109,0.0573,7
active_viewpoint_reacquisition,occlusion_heavy_shift,mobile_pick_and_place,cascading_disappearing_goal,0.4779,0.0213,0.4168,0.009,0.3322,0.0105,0.1565,0.0347,0.0799,0.0195,0.1122,0.0215,0.3656,0.0434,0.2398,0.0299,0.8225,0.0101,0.2518,0.0052,0.335,0.0358,7
active_viewpoint_reacquisition,occlusion_heavy_shift,mobile_pick_and_place,goal_specification_changed,0.5697,0.0508,0.4155,0.014,0.3347,0.0098,0.1616,0.0466,0.0782,0.0384,0.0646,0.0168,0.3776,0.0363,0.2262,0.0233,0.6891,0.0126,0.2414,0.0056,0.25,0.0611,7
active_viewpoint_reacquisition,occlusion_heavy_shift,mobile_pick_and_place,human_temporary_obstruction,0.6037,0.0344,0.4166,0.0122,0.327,0.0119,0.0884,0.0264,0.068,0.0159,0.1037,0.0258,0.3707,0.0376,0.2874,0.0497,0.7074,0.0106,0.2544,0.0066,0.2211,0.0483,7
active_viewpoint_reacquisition,occlusion_heavy_shift,mobile_pick_and_place,object_moved,0.5884,0.0491,0.4136,0.0111,0.3224,0.0095,0.1344,0.0202,0.0561,0.0159,0.0748,0.0243,0.3435,0.0276,0.2942,0.0309,0.6458,0.0168,0.2488,0.0081,0.2194,0.0488,7
active_viewpoint_reacquisition,occlusion_heavy_shift,mobile_pick_and_place,object_removed,0.5391,0.046,0.4071,0.012,0.3239,0.0103,0.148,0.0243,0.0969,0.029,0.0646,0.0215,0.3588,0.0328,0.2704,0.0325,0.7035,0.0127,0.2479,0.0063,0.2602,0.0533,7
active_viewpoint_reacquisition,occlusion_heavy_shift,mobile_pick_and_place,substitute_goal_available,0.5544,0.0384,0.4123,0.0052,0.3226,0.0083,0.1361,0.0313,0.0714,0.0334,0.0561,0.0248,0.381,0.0391,0.2585,0.0437,0.6932,0.0182,0.2433,0.0077,0.2517,0.0554,7
active_viewpoint_reacquisition,occlusion_heavy_shift,mobile_pick_and_place,visual_occlusion,0.6241,0.0123,0.4191,0.0132,0.3205,0.0071,0.0782,0.0112,0.0323,0.0084,0.102,0.016,0.3622,0.0381,0.267,0.0283,0.7317,0.0104,0.2477,0.0049,0.1939,0.03,7
active_viewpoint_reacquisition,occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,0.5153,0.048,0.4132,0.0081,0.3293,0.007,0.1922,0.0271,0.085,0.0206,0.0952,0.0265,0.3639,0.0175,0.2432,0.0259,0.816,0.0141,0.2447,0.0101,0.2925,0.0521,7
active_viewpoint_reacquisition,occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,0.5714,0.0447,0.4181,0.0089,0.3313,0.0095,0.1361,0.0274,0.068,0.0167,0.0527,0.0112,0.3895,0.0443,0.2806,0.0352,0.6835,0.0076,0.246,0.0051,0.25,0.0534,7
active_viewpoint_reacquisition,occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,0.6344,0.03,0.4169,0.0098,0.3264,0.007,0.0952,0.0228,0.0544,0.0112,0.1139,0.0317,0.3588,0.0556,0.2823,0.022,0.7012,0.0173,0.2549,0.0062,0.1922,0.0299,7
active_viewpoint_reacquisition,occlusion_heavy_shift,shelf_retrieval,object_moved,0.5918,0.0258,0.4144,0.0142,0.3312,0.0108,0.1429,0.0394,0.0391,0.0208,0.0816,0.0219,0.3673,0.0421,0.3044,0.0264,0.6364,0.0168,0.251,0.0077,0.25,0.0233,7
active_viewpoint_reacquisition,occlusion_heavy_shift,shelf_retrieval,object_removed,0.5833,0.0228,0.3998,0.0093,0.3303,0.0142,0.1429,0.0297,0.0986,0.0304,0.0578,0.0139,0.3929,0.0444,0.2313,0.0287,0.7136,0.0113,0.2457,0.0048,0.2568,0.0209,7
active_viewpoint_reacquisition,occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,0.5255,0.0389,0.4099,0.0073,0.3345,0.006,0.1616,0.0152,0.0731,0.0129,0.0595,0.0244,0.3741,0.0123,0.2755,0.049,0.6928,0.0197,0.2443,0.006,0.3146,0.0404,7
active_viewpoint_reacquisition,occlusion_heavy_shift,shelf_retrieval,visual_occlusion,0.631,0.0453,0.4053,0.0108,0.3288,0.0105,0.0646,0.0168,0.0527,0.0069,0.1003,0.0329,0.3741,0.041,0.2925,0.0397,0.7306,0.0134,0.2518,0.0068,0.182,0.0633,7
active_viewpoint_reacquisition,occlusion_heavy_shift,tool_handoff,cascading_disappearing_goal,0.4473,0.0516,0.4113,0.0094,0.3391,0.0103,0.1446,0.0393,0.0901,0.0203,0.0799,0.0159,0.3639,0.0506,0.2891,0.0226,0.8395,0.0182,0.2505,0.007,0.3418,0.0543,7
active_viewpoint_reacquisition,occlusion_heavy_shift,tool_handoff,goal_specification_changed,0.5051,0.056,0.4138,0.0069,0.3231,0.0139,0.1548,0.0338,0.0731,0.0139,0.0544,0.0123,0.3554,0.0427,0.2959,0.0439,0.7107,0.0154,0.2487,0.0061,0.3231,0.0616,7
active_viewpoint_reacquisition,occlusion_heavy_shift,tool_handoff,human_temporary_obstruction,0.5646,0.0441,0.4092,0.0134,0.3308,0.0112,0.1105,0.0098,0.0697,0.0187,0.1156,0.0313,0.3673,0.0629,0.2874,0.0568,0.7218,0.0135,0.2525,0.0084,0.2585,0.0437,7
active_viewpoint_reacquisition,occlusion_heavy_shift,tool_handoff,object_moved,0.5493,0.0402,0.4166,0.0073,0.3265,0.0088,0.1497,0.0287,0.068,0.0214,0.085,0.0336,0.3639,0.0325,0.2568,0.0196,0.655,0.0109,0.2486,0.0045,0.2534,0.0317,7
active_viewpoint_reacquisition,occlusion_heavy_shift,tool_handoff,object_removed,0.5663,0.0384,0.4078,0.0044,0.327,0.0062,0.1531,0.0187,0.0986,0.0189,0.0578,0.0172,0.3639,0.041,0.2585,0.0253,0.7453,0.0196,0.2412,0.007,0.2381,0.0288,7
active_viewpoint_reacquisition,occlusion_heavy_shift,tool_handoff,substitute_goal_available,0.5391,0.0471,0.4119,0.0132,0.3232,0.0108,0.1344,0.0263,0.0697,0.0213,0.0629,0.0167,0.3435,0.0332,0.2347,0.0482,0.7122,0.013,0.2461,0.0063,0.2687,0.0543,7
active_viewpoint_reacquisition,occlusion_heavy_shift,tool_handoff,visual_occlusion,0.5697,0.0608,0.4126,0.0122,0.3275,0.0169,0.051,0.0159,0.0459,0.0213,0.1003,0.0233,0.3827,0.0281,0.2857,0.0204,0.7371,0.0146,0.247,0.0073,0.2211,0.0725,7
active_viewpoint_reacquisition,physical_removal_shift,bin_sorting,cascading_disappearing_goal,0.4745,0.0376,0.4124,0.01,0.2982,0.0087,0.199,0.0493,0.1054,0.0324,0.0714,0.0153,0.4082,0.0533,0.2313,0.0317,0.8169,0.01,0.246,0.0064,0.3656,0.0511,7
active_viewpoint_reacquisition,physical_removal_shift,bin_sorting,goal_specification_changed,0.5119,0.0388,0.4179,0.0101,0.3143,0.011,0.1939,0.0287,0.0935,0.0241,0.0714,0.0184,0.4235,0.0496,0.2245,0.0445,0.7053,0.0159,0.2392,0.0032,0.3554,0.0241,7
active_viewpoint_reacquisition,physical_removal_shift,bin_sorting,human_temporary_obstruction,0.6207,0.0651,0.4068,0.0113,0.3126,0.0135,0.1207,0.018,0.0527,0.0123,0.1003,0.0356,0.3776,0.0651,0.2585,0.04,0.6705,0.0141,0.2551,0.0055,0.2024,0.0762,7
active_viewpoint_reacquisition,physical_removal_shift,bin_sorting,object_moved,0.5238,0.0353,0.4078,0.0078,0.314,0.0114,0.1156,0.0243,0.0714,0.0216,0.0629,0.0202,0.3588,0.0462,0.2636,0.0172,0.6451,0.0068,0.2459,0.0074,0.2823,0.0296,7
active_viewpoint_reacquisition,physical_removal_shift,bin_sorting,object_removed,0.5612,0.0236,0.4096,0.0092,0.3125,0.0081,0.1718,0.0209,0.0833,0.0204,0.0714,0.0255,0.4167,0.0592,0.2364,0.0386,0.7308,0.0175,0.2495,0.0095,0.2534,0.0508,7
active_viewpoint_reacquisition,physical_removal_shift,bin_sorting,substitute_goal_available,0.551,0.0482,0.4143,0.0092,0.3088,0.0077,0.1803,0.023,0.0935,0.023,0.0646,0.0209,0.4031,0.0281,0.2483,0.0336,0.7068,0.0049,0.2436,0.0074,0.2381,0.065,7
active_viewpoint_reacquisition,physical_removal_shift,bin_sorting,visual_occlusion,0.6224,0.049,0.4133,0.008,0.3091,0.0069,0.0969,0.0224,0.0374,0.0172,0.1003,0.0356,0.4031,0.0246,0.2704,0.0296,0.6787,0.011,0.2496,0.0071,0.2007,0.0721,7
active_viewpoint_reacquisition,physical_removal_shift,drawer_placement,cascading_disappearing_goal,0.4711,0.0463,0.4034,0.0127,0.3118,0.011,0.1837,0.0203,0.1276,0.0352,0.1003,0.0215,0.3878,0.0452,0.2296,0.0333,0.834,0.014,0.2483,0.008,0.3146,0.0446,7
active_viewpoint_reacquisition,physical_removal_shift,drawer_placement,goal_specification_changed,0.534,0.0303,0.3969,0.0148,0.3111,0.0111,0.165,0.0328,0.102,0.0278,0.0748,0.0167,0.3776,0.0431,0.2517,0.0442,0.7176,0.0129,0.2479,0.0047,0.2738,0.0472,7
active_viewpoint_reacquisition,physical_removal_shift,drawer_placement,human_temporary_obstruction,0.5901,0.0363,0.4132,0.0099,0.3149,0.0084,0.0935,0.0193,0.0765,0.0283,0.0833,0.0222,0.3827,0.0294,0.2755,0.0339,0.6798,0.0148,0.2476,0.0074,0.2449,0.0175,7
active_viewpoint_reacquisition,physical_removal_shift,drawer_placement,object_moved,0.5119,0.048,0.4041,0.0109,0.3096,0.0134,0.1599,0.0233,0.0629,0.0159,0.0748,0.0167,0.3912,0.0312,0.2619,0.056,0.6449,0.0106,0.2483,0.0048,0.2874,0.0771,7
active_viewpoint_reacquisition,physical_removal_shift,drawer_placement,object_removed,0.4898,0.0554,0.408,0.0089,0.3058,0.0067,0.1871,0.0248,0.0816,0.0343,0.0527,0.0221,0.3912,0.0332,0.2534,0.0363,0.7591,0.0127,0.2473,0.007,0.3027,0.0391,7
active_viewpoint_reacquisition,physical_removal_shift,drawer_placement,substitute_goal_available,0.5102,0.0549,0.4133,0.0082,0.3114,0.0089,0.1667,0.0292,0.0952,0.0233,0.0629,0.0141,0.3912,0.0271,0.2449,0.0269,0.7139,0.0129,0.2483,0.0121,0.3129,0.0721,7
active_viewpoint_reacquisition,physical_removal_shift,drawer_placement,visual_occlusion,0.5935,0.0213,0.4091,0.0119,0.3088,0.0075,0.1003,0.0259,0.0425,0.01,0.0969,0.0262,0.3946,0.0351,0.267,0.037,0.6875,0.0136,0.2533,0.0076,0.2143,0.0318,7
active_viewpoint_reacquisition,physical_removal_shift,mobile_pick_and_place,cascading_disappearing_goal,0.4711,0.0644,0.4048,0.0071,0.3049,0.0113,0.1905,0.0491,0.1429,0.0191,0.0867,0.0321,0.3793,0.0213,0.2194,0.0259,0.8319,0.0069,0.2492,0.0075,0.2942,0.0641,7
active_viewpoint_reacquisition,physical_removal_shift,mobile_pick_and_place,goal_specification_changed,0.517,0.0397,0.4062,0.0095,0.3124,0.0136,0.1463,0.022,0.0918,0.0278,0.0578,0.02,0.3588,0.0299,0.2245,0.0164,0.721,0.0143,0.2437,0.005,0.2823,0.0485,7
active_viewpoint_reacquisition,physical_removal_shift,mobile_pick_and_place,human_temporary_obstruction,0.5697,0.054,0.4126,0.0052,0.3152,0.0112,0.1071,0.0338,0.0748,0.0214,0.068,0.0202,0.3776,0.0214,0.2993,0.0336,0.6765,0.0114,0.2566,0.0049,0.2585,0.0631,7
active_viewpoint_reacquisition,physical_removal_shift,mobile_pick_and_place,object_moved,0.5629,0.0419,0.4095,0.0116,0.3091,0.0124,0.1259,0.0309,0.0544,0.0143,0.0748,0.0258,0.3793,0.0336,0.2755,0.029,0.6461,0.0158,0.2457,0.0078,0.2347,0.0573,7
active_viewpoint_reacquisition,physical_removal_shift,mobile_pick_and_place,object_removed,0.4915,0.0463,0.4089,0.0033,0.3044,0.0055,0.1667,0.0326,0.102,0.0152,0.0731,0.0172,0.415,0.0156,0.2177,0.0296,0.7639,0.0173,0.2413,0.0071,0.3129,0.0582,7
active_viewpoint_reacquisition,physical_removal_shift,mobile_pick_and_place,substitute_goal_available,0.517,0.0381,0.4143,0.0112,0.3113,0.0121,0.1565,0.018,0.0544,0.0152,0.0714,0.0297,0.4167,0.0527,0.2177,0.0313,0.7128,0.0088,0.2502,0.0054,0.2874,0.0303,7
active_viewpoint_reacquisition,physical_removal_shift,mobile_pick_and_place,visual_occlusion,0.5867,0.0329,0.405,0.0073,0.309,0.0076,0.0952,0.0197,0.0493,0.0139,0.1003,0.0112,0.3656,0.055,0.2364,0.0276,0.7002,0.0106,0.2477,0.006,0.2347,0.046,7
active_viewpoint_reacquisition,physical_removal_shift,shelf_retrieval,cascading_disappearing_goal,0.4728,0.0348,0.4081,0.0072,0.3108,0.0116,0.2058,0.0329,0.0986,0.015,0.0731,0.0193,0.381,0.031,0.2279,0.02,0.8172,0.0076,0.2566,0.006,0.3503,0.0419,7
active_viewpoint_reacquisition,physical_removal_shift,shelf_retrieval,goal_specification_changed,0.5306,0.0511,0.4158,0.0096,0.3089,0.0069,0.1463,0.0268,0.0952,0.0169,0.0799,0.0359,0.4082,0.0449,0.2381,0.0453,0.7156,0.0212,0.2436,0.0059,0.3078,0.0418,7
active_viewpoint_reacquisition,physical_removal_shift,shelf_retrieval,human_temporary_obstruction,0.5816,0.049,0.4045,0.0125,0.3139,0.0079,0.0986,0.0195,0.0646,0.0196,0.1156,0.0263,0.3912,0.0379,0.2806,0.0238,0.7012,0.0129,0.2534,0.0057,0.2483,0.0525,7
active_viewpoint_reacquisition,physical_removal_shift,shelf_retrieval,object_moved,0.5816,0.0262,0.4135,0.0049,0.3166,0.0108,0.1718,0.0238,0.0595,0.0114,0.0714,0.0279,0.3946,0.0575,0.2653,0.0393,0.6415,0.0091,0.2526,0.0082,0.2568,0.0337,7
active_viewpoint_reacquisition,physical_removal_shift,shelf_retrieval,object_removed,0.5391,0.034,0.4122,0.0069,0.3093,0.0096,0.1565,0.0294,0.1122,0.019,0.0612,0.02,0.4048,0.0447,0.2398,0.0518,0.7465,0.0108,0.2429,0.0035,0.2755,0.0457,7
active_viewpoint_reacquisition,physical_removal_shift,shelf_retrieval,substitute_goal_available,0.5391,0.0344,0.4139,0.0076,0.3025,0.0107,0.1599,0.0292,0.0612,0.0139,0.0595,0.0292,0.3946,0.0358,0.2279,0.0299,0.7149,0.0116,0.2447,0.0036,0.2891,0.0325,7
active_viewpoint_reacquisition,physical_removal_shift,shelf_retrieval,visual_occlusion,0.585,0.0164,0.4064,0.0095,0.3059,0.0191,0.0748,0.0174,0.0561,0.0174,0.1071,0.0169,0.3827,0.0107,0.2585,0.0443,0.695,0.0084,0.2501,0.0074,0.2398,0.02,7
active_viewpoint_reacquisition,physical_removal_shift,tool_handoff,cascading_disappearing_goal,0.449,0.0493,0.4149,0.0175,0.3055,0.0056,0.2194,0.0259,0.1088,0.0079,0.0884,0.0274,0.4133,0.0397,0.216,0.0389,0.8517,0.0214,0.2506,0.0077,0.3299,0.0443,7
active_viewpoint_reacquisition,physical_removal_shift,tool_handoff,goal_specification_changed,0.5085,0.0321,0.4075,0.01,0.3069,0.0128,0.1599,0.0301,0.1003,0.0329,0.0493,0.0156,0.3741,0.0423,0.2432,0.0221,0.7514,0.012,0.2479,0.0071,0.2874,0.051,7
active_viewpoint_reacquisition,physical_removal_shift,tool_handoff,human_temporary_obstruction,0.6088,0.043,0.4086,0.0133,0.3173,0.0061,0.1241,0.037,0.0765,0.0143,0.0867,0.0253,0.4133,0.0253,0.2483,0.0412,0.7056,0.0108,0.2517,0.0051,0.1922,0.0479,7
active_viewpoint_reacquisition,physical_removal_shift,tool_handoff,object_moved,0.5391,0.044,0.4032,0.0069,0.3093,0.0078,0.1446,0.0307,0.068,0.0174,0.0629,0.0195,0.4048,0.036,0.2704,0.0304,0.6583,0.0126,0.2495,0.0061,0.2687,0.0529,7
active_viewpoint_reacquisition,physical_removal_shift,tool_handoff,object_removed,0.4881,0.0161,0.417,0.0121,0.3122,0.0059,0.1854,0.0391,0.1173,0.0336,0.0578,0.0129,0.3793,0.0663,0.2177,0.0457,0.7905,0.0071,0.245,0.0044,0.3146,0.0296,7
active_viewpoint_reacquisition,physical_removal_shift,tool_handoff,substitute_goal_available,0.5272,0.0538,0.4197,0.0101,0.3174,0.0106,0.1412,0.032,0.085,0.0193,0.0748,0.0232,0.3827,0.0608,0.25,0.036,0.7354,0.0163,0.2484,0.0082,0.2602,0.0595,7
active_viewpoint_reacquisition,physical_removal_shift,tool_handoff,visual_occlusion,0.5714,0.0342,0.4106,0.0134,0.3088,0.0066,0.0901,0.019,0.051,0.0208,0.0969,0.0241,0.398,0.0309,0.25,0.033,0.7002,0.0089,0.2463,0.0066,0.2415,0.0406,7
failure_aware_manipulation_policy,combined_disappearance_stress,bin_sorting,cascading_disappearing_goal,0.4847,0.0195,0.4351,0.0074,0.413,0.0113,0.1684,0.0303,0.0918,0.0352,0.1139,0.0349,0.2942,0.0422,0.3537,0.0287,0.8826,0.0193,0.2285,0.0051,0.335,0.0406,7
failure_aware_manipulation_policy,combined_disappearance_stress,bin_sorting,goal_specification_changed,0.5935,0.0376,0.444,0.0065,0.4137,0.0075,0.148,0.0321,0.0544,0.019,0.0629,0.0122,0.2891,0.0268,0.3452,0.0491,0.7491,0.0121,0.2236,0.0031,0.2279,0.0442,7
failure_aware_manipulation_policy,combined_disappearance_stress,bin_sorting,human_temporary_obstruction,0.6429,0.0394,0.4385,0.0125,0.4134,0.0114,0.1003,0.0283,0.0527,0.0274,0.0816,0.0316,0.2976,0.0512,0.3503,0.0374,0.7579,0.0086,0.2268,0.0053,0.1701,0.0296,7
failure_aware_manipulation_policy,combined_disappearance_stress,bin_sorting,object_moved,0.5765,0.0269,0.4417,0.0108,0.4082,0.0093,0.1361,0.0352,0.0425,0.016,0.0816,0.0172,0.2857,0.0239,0.4099,0.0274,0.6914,0.0154,0.2216,0.0057,0.2228,0.0352,7
failure_aware_manipulation_policy,combined_disappearance_stress,bin_sorting,object_removed,0.5935,0.0351,0.4371,0.0134,0.4065,0.0107,0.1548,0.0228,0.0663,0.0168,0.0408,0.0196,0.2908,0.0377,0.3265,0.0596,0.7896,0.0168,0.2245,0.0053,0.2347,0.0397,7
failure_aware_manipulation_policy,combined_disappearance_stress,bin_sorting,substitute_goal_available,0.5544,0.0227,0.4381,0.0073,0.4023,0.0055,0.1259,0.0469,0.0442,0.015,0.0714,0.0191,0.2925,0.0384,0.3452,0.0255,0.7421,0.0151,0.2272,0.0072,0.267,0.0317,7
