method,split,seed,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_retarget_precision,ci95_retarget_precision,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_substitute_goal_success,ci95_substitute_goal_success,mean_belief_update_latency,ci95_belief_update_latency,mean_intervention_cost,ci95_intervention_cost,mean_regret_to_oracle,ci95_regret_to_oracle,groups
oracle_goal_state_supervisor,physical_removal_shift,0,0.8027,0.0158,0.7368,0.0047,0.6787,0.0045,0.035,0.0079,0.0099,0.0046,0.0054,0.0032,0.5728,0.018,0.5684,0.0175,0.4639,0.0191,0.2638,0.0032,0.0,0.0,35
oracle_goal_state_supervisor,physical_removal_shift,1,0.8197,0.0145,0.737,0.0048,0.6783,0.0046,0.0252,0.0065,0.015,0.0052,0.0092,0.0052,0.566,0.0154,0.5755,0.0197,0.472,0.0193,0.2673,0.0028,0.0,0.0,35
oracle_goal_state_supervisor,physical_removal_shift,2,0.816,0.0143,0.7362,0.0055,0.6794,0.0047,0.031,0.0065,0.0112,0.0041,0.0071,0.004,0.549,0.0184,0.5895,0.022,0.4661,0.0212,0.2676,0.0022,0.0,0.0,35
oracle_goal_state_supervisor,physical_removal_shift,3,0.8122,0.0156,0.7382,0.0045,0.6814,0.0049,0.0306,0.0072,0.0109,0.0035,0.0071,0.0027,0.5653,0.0198,0.5684,0.0194,0.4636,0.0206,0.2655,0.0023,0.0,0.0,35
oracle_goal_state_supervisor,physical_removal_shift,4,0.8133,0.0148,0.7325,0.005,0.6814,0.0048,0.0344,0.0072,0.0146,0.0058,0.0044,0.0027,0.5697,0.0188,0.581,0.0193,0.4647,0.0192,0.2644,0.0031,0.0,0.0,35
oracle_goal_state_supervisor,physical_removal_shift,5,0.8088,0.0154,0.7356,0.0044,0.6826,0.0039,0.0269,0.0061,0.0129,0.0049,0.0095,0.0044,0.5738,0.0205,0.5929,0.0218,0.4645,0.0204,0.2637,0.0027,0.0,0.0,35
oracle_goal_state_supervisor,physical_removal_shift,6,0.8112,0.0134,0.7378,0.0044,0.6838,0.0047,0.0289,0.0066,0.0092,0.0035,0.0092,0.0037,0.5456,0.0185,0.5891,0.0178,0.471,0.0209,0.2656,0.0025,0.0,0.0,35
pomdp_belief_planner,combined_disappearance_stress,0,0.5405,0.023,0.4389,0.0045,0.3608,0.0038,0.1537,0.0154,0.0748,0.0103,0.1003,0.0135,0.2813,0.0144,0.3082,0.0163,0.7883,0.0202,0.2244,0.0033,0.2449,0.0245,35
pomdp_belief_planner,combined_disappearance_stress,1,0.551,0.0239,0.4325,0.0041,0.3584,0.0038,0.1626,0.0165,0.0653,0.0103,0.0959,0.0173,0.283,0.0169,0.3088,0.0152,0.7903,0.0218,0.2215,0.0021,0.2486,0.0277,35
pomdp_belief_planner,combined_disappearance_stress,2,0.5323,0.0252,0.4376,0.0047,0.356,0.004,0.1571,0.0148,0.0741,0.0126,0.0929,0.015,0.2867,0.0144,0.3027,0.0192,0.7882,0.0235,0.2237,0.004,0.2776,0.0268,35
pomdp_belief_planner,combined_disappearance_stress,3,0.5235,0.0277,0.4369,0.0048,0.3597,0.0048,0.1544,0.0167,0.0779,0.0133,0.0898,0.0131,0.2731,0.0162,0.281,0.0194,0.7877,0.0218,0.22,0.0025,0.2816,0.0318,35
pomdp_belief_planner,combined_disappearance_stress,4,0.5371,0.0203,0.4377,0.0048,0.3614,0.0056,0.1507,0.0158,0.0694,0.0092,0.0959,0.0119,0.2915,0.0149,0.2969,0.0173,0.7845,0.0206,0.2229,0.0033,0.2677,0.0262,35
pomdp_belief_planner,combined_disappearance_stress,5,0.5469,0.0247,0.4371,0.0043,0.3622,0.0038,0.1459,0.0162,0.0762,0.0121,0.0861,0.0135,0.2935,0.0139,0.301,0.0145,0.7945,0.0222,0.2224,0.0028,0.2667,0.0251,35
pomdp_belief_planner,combined_disappearance_stress,6,0.535,0.0235,0.4372,0.0053,0.3618,0.0038,0.1524,0.0173,0.0677,0.0102,0.0993,0.0146,0.2765,0.0155,0.3017,0.0192,0.7904,0.0213,0.2228,0.0032,0.2694,0.0237,35
pomdp_belief_planner,delayed_reappearance,0,0.5554,0.0173,0.4713,0.0046,0.386,0.004,0.132,0.0166,0.0643,0.0108,0.0932,0.0137,0.2959,0.0188,0.3374,0.0198,0.7625,0.0183,0.2204,0.0032,0.2548,0.0153,35
pomdp_belief_planner,delayed_reappearance,1,0.5497,0.0227,0.4689,0.0048,0.3822,0.0037,0.1425,0.013,0.0643,0.0093,0.0966,0.0111,0.3058,0.0204,0.3388,0.0179,0.7663,0.0185,0.2199,0.0028,0.2612,0.0315,35
pomdp_belief_planner,delayed_reappearance,2,0.5718,0.0239,0.4696,0.0044,0.3818,0.0046,0.1493,0.0145,0.0714,0.0117,0.1031,0.0122,0.2816,0.0162,0.3463,0.0197,0.764,0.0172,0.2232,0.0029,0.234,0.0278,35
pomdp_belief_planner,delayed_reappearance,3,0.5738,0.022,0.4727,0.0054,0.3826,0.0052,0.1483,0.0164,0.0684,0.013,0.102,0.0132,0.2833,0.0132,0.3395,0.0168,0.763,0.0176,0.2208,0.0031,0.2364,0.0268,35
pomdp_belief_planner,delayed_reappearance,4,0.5527,0.0158,0.4691,0.0052,0.3808,0.0055,0.1357,0.0158,0.0677,0.0113,0.0847,0.0147,0.2803,0.0152,0.3378,0.0189,0.7637,0.0167,0.2209,0.0034,0.2602,0.0211,35
pomdp_belief_planner,delayed_reappearance,5,0.5762,0.0213,0.4677,0.0048,0.3841,0.0043,0.1378,0.0175,0.066,0.0103,0.1041,0.014,0.283,0.0146,0.3497,0.0171,0.7656,0.0188,0.2233,0.0023,0.2323,0.0253,35
pomdp_belief_planner,delayed_reappearance,6,0.5422,0.0239,0.4685,0.0042,0.3817,0.0041,0.1493,0.0136,0.0718,0.0084,0.0895,0.0139,0.2752,0.0138,0.3344,0.02,0.7615,0.0185,0.2223,0.002,0.2673,0.0295,35
pomdp_belief_planner,nominal,0,0.6333,0.0253,0.5232,0.0041,0.432,0.0051,0.0789,0.0123,0.05,0.008,0.0677,0.0126,0.3983,0.019,0.3578,0.0161,0.5876,0.0134,0.219,0.0027,0.1932,0.027,35
pomdp_belief_planner,nominal,1,0.6,0.0171,0.5235,0.0047,0.4309,0.0055,0.0929,0.012,0.0486,0.0075,0.0639,0.0108,0.3997,0.0171,0.3575,0.017,0.5857,0.0128,0.2191,0.0022,0.2224,0.0199,35
pomdp_belief_planner,nominal,2,0.6122,0.0209,0.5203,0.0055,0.4276,0.0043,0.0997,0.015,0.0463,0.0065,0.0735,0.012,0.3942,0.0188,0.3534,0.0225,0.5841,0.0131,0.2222,0.0023,0.2259,0.0229,35
pomdp_belief_planner,nominal,3,0.6272,0.0189,0.5237,0.0049,0.428,0.0048,0.0895,0.0121,0.0531,0.01,0.0769,0.0111,0.3993,0.0188,0.3531,0.0161,0.5853,0.0137,0.2192,0.0022,0.1993,0.0201,35
pomdp_belief_planner,nominal,4,0.6286,0.0171,0.5246,0.0055,0.4266,0.0056,0.0857,0.0115,0.0626,0.0084,0.0769,0.0123,0.3922,0.0195,0.3707,0.0203,0.5873,0.0126,0.2211,0.0036,0.2027,0.0251,35
pomdp_belief_planner,nominal,5,0.6218,0.0186,0.525,0.0051,0.4253,0.0057,0.0871,0.0104,0.052,0.0077,0.0653,0.0112,0.3864,0.019,0.3507,0.0172,0.5916,0.0125,0.2206,0.003,0.2105,0.0245,35
pomdp_belief_planner,nominal,6,0.6116,0.0198,0.5262,0.004,0.439,0.0059,0.0786,0.0132,0.0517,0.0096,0.0697,0.0123,0.3881,0.0188,0.3486,0.0181,0.5872,0.012,0.2236,0.0033,0.2187,0.0228,35
pomdp_belief_planner,occlusion_heavy_shift,0,0.598,0.024,0.4638,0.0051,0.4124,0.0035,0.1048,0.0121,0.0582,0.0084,0.0952,0.0132,0.331,0.0178,0.3524,0.016,0.6801,0.0187,0.2204,0.0031,0.2255,0.0257,35
pomdp_belief_planner,occlusion_heavy_shift,1,0.5861,0.0196,0.4679,0.0052,0.4119,0.005,0.1075,0.0104,0.0626,0.01,0.0935,0.0116,0.3354,0.0152,0.3507,0.0181,0.6824,0.016,0.2216,0.0029,0.2306,0.0219,35
pomdp_belief_planner,occlusion_heavy_shift,2,0.5881,0.0199,0.4647,0.0061,0.4132,0.0042,0.1075,0.0141,0.0561,0.0108,0.0949,0.0133,0.332,0.0181,0.3544,0.0174,0.6768,0.0192,0.223,0.0031,0.2218,0.022,35
pomdp_belief_planner,occlusion_heavy_shift,3,0.5871,0.0246,0.4685,0.0056,0.4133,0.0052,0.1122,0.0144,0.0592,0.0086,0.0912,0.0141,0.3303,0.0112,0.3503,0.0224,0.6792,0.0188,0.2229,0.0031,0.234,0.0265,35
pomdp_belief_planner,occlusion_heavy_shift,4,0.5633,0.0201,0.4675,0.0049,0.4156,0.0048,0.1201,0.0133,0.0486,0.0082,0.0912,0.0118,0.3425,0.0202,0.35,0.0181,0.681,0.0185,0.2229,0.0029,0.2524,0.023,35
pomdp_belief_planner,occlusion_heavy_shift,5,0.5741,0.0184,0.4654,0.0044,0.4179,0.0058,0.1119,0.018,0.0605,0.0091,0.0922,0.0149,0.3354,0.0176,0.3401,0.0169,0.6776,0.0195,0.2216,0.0031,0.25,0.0243,35
pomdp_belief_planner,occlusion_heavy_shift,6,0.5694,0.0202,0.4678,0.0038,0.4196,0.0053,0.1085,0.0132,0.0571,0.0089,0.0935,0.0121,0.3395,0.0187,0.3432,0.0186,0.68,0.0179,0.2211,0.0031,0.2585,0.0267,35
pomdp_belief_planner,physical_removal_shift,0,0.5677,0.0236,0.4666,0.0036,0.4002,0.0049,0.131,0.0163,0.0741,0.0113,0.0748,0.0111,0.3673,0.0169,0.3122,0.0163,0.6888,0.0194,0.2216,0.0023,0.235,0.0264,35
pomdp_belief_planner,physical_removal_shift,1,0.5643,0.0225,0.4674,0.0052,0.3965,0.0056,0.1146,0.0141,0.0735,0.0129,0.0864,0.012,0.3588,0.0178,0.3167,0.0175,0.6899,0.0193,0.22,0.0027,0.2554,0.0209,35
pomdp_belief_planner,physical_removal_shift,2,0.5636,0.0172,0.466,0.0039,0.3967,0.0055,0.1286,0.0157,0.0663,0.0107,0.0799,0.012,0.3673,0.0147,0.3095,0.016,0.6874,0.0206,0.2223,0.0024,0.2524,0.0161,35
pomdp_belief_planner,physical_removal_shift,3,0.5605,0.0196,0.4677,0.0048,0.3951,0.0039,0.1224,0.0154,0.0748,0.0121,0.0772,0.01,0.349,0.0151,0.3177,0.0202,0.6864,0.02,0.2214,0.0031,0.2517,0.025,35
pomdp_belief_planner,physical_removal_shift,4,0.5735,0.0248,0.4605,0.0058,0.3975,0.0052,0.1231,0.0171,0.0639,0.0099,0.0776,0.0124,0.352,0.017,0.3153,0.016,0.684,0.0206,0.2215,0.0033,0.2398,0.0244,35
pomdp_belief_planner,physical_removal_shift,5,0.585,0.021,0.4623,0.0041,0.3939,0.0041,0.1201,0.0141,0.0609,0.0083,0.0901,0.0132,0.3551,0.0129,0.3075,0.0163,0.6901,0.0191,0.2223,0.003,0.2238,0.0219,35
pomdp_belief_planner,physical_removal_shift,6,0.581,0.0256,0.4648,0.005,0.3987,0.0049,0.1245,0.0122,0.0718,0.0118,0.0827,0.0113,0.3534,0.0193,0.3017,0.0143,0.6877,0.0195,0.2179,0.0034,0.2303,0.0293,35
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,0,0.6653,0.0161,0.5853,0.0042,0.5343,0.0046,0.0867,0.0117,0.0398,0.0073,0.052,0.009,0.4058,0.0196,0.4507,0.0216,0.6664,0.0208,0.2457,0.0026,0.1201,0.0229,35
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,1,0.6544,0.0189,0.5911,0.0047,0.5304,0.0033,0.085,0.0124,0.0337,0.0076,0.0599,0.01,0.3942,0.0192,0.4415,0.0147,0.6675,0.0235,0.2478,0.0031,0.1459,0.024,35
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,2,0.6864,0.0169,0.5873,0.0046,0.5326,0.0047,0.0827,0.0117,0.0398,0.0075,0.051,0.0095,0.3799,0.0184,0.4554,0.0161,0.6645,0.0207,0.2469,0.0031,0.1238,0.0237,35
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,3,0.6527,0.0192,0.5853,0.0048,0.5296,0.0052,0.0816,0.0118,0.0344,0.006,0.05,0.0106,0.3898,0.0173,0.4769,0.0205,0.6746,0.0231,0.2477,0.0034,0.1524,0.0208,35
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,4,0.665,0.0134,0.5823,0.0041,0.5286,0.0047,0.1003,0.0105,0.0347,0.0069,0.0531,0.0101,0.4126,0.0179,0.4714,0.0153,0.6696,0.0223,0.2486,0.003,0.1398,0.0191,35
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,5,0.6575,0.0192,0.5867,0.0035,0.5325,0.0045,0.0847,0.0128,0.0473,0.0088,0.0534,0.0113,0.4102,0.0173,0.4663,0.0173,0.6719,0.0228,0.2465,0.0028,0.1561,0.0193,35
proposed_disappearing_goal_belief_revision,combined_disappearance_stress,6,0.6554,0.0174,0.5863,0.0038,0.5335,0.0042,0.0854,0.0169,0.0412,0.008,0.052,0.0086,0.3932,0.0145,0.4571,0.0152,0.6749,0.0212,0.2478,0.0029,0.149,0.0211,35
proposed_disappearing_goal_belief_revision,delayed_reappearance,0,0.6884,0.0193,0.6142,0.0041,0.551,0.0054,0.0762,0.0117,0.0296,0.0062,0.0503,0.0088,0.3786,0.0166,0.4922,0.0192,0.6389,0.0176,0.2458,0.0031,0.1224,0.0199,35
proposed_disappearing_goal_belief_revision,delayed_reappearance,1,0.682,0.0196,0.6223,0.0051,0.5546,0.0056,0.0741,0.012,0.0388,0.0072,0.0439,0.0079,0.3935,0.0195,0.4922,0.0201,0.6382,0.0165,0.2485,0.003,0.1289,0.0251,35
proposed_disappearing_goal_belief_revision,delayed_reappearance,2,0.6769,0.0202,0.6144,0.0042,0.5569,0.0044,0.0796,0.0087,0.0337,0.0068,0.0456,0.0097,0.3918,0.0188,0.5058,0.0217,0.6393,0.0184,0.2462,0.0029,0.1313,0.0227,35
proposed_disappearing_goal_belief_revision,delayed_reappearance,3,0.6762,0.019,0.6161,0.0054,0.5532,0.006,0.085,0.0129,0.0282,0.0067,0.0439,0.01,0.4041,0.0151,0.4993,0.0161,0.6468,0.017,0.2471,0.003,0.134,0.0237,35
proposed_disappearing_goal_belief_revision,delayed_reappearance,4,0.6779,0.0147,0.6182,0.0053,0.5535,0.0039,0.0837,0.0092,0.0381,0.0075,0.048,0.0129,0.3963,0.019,0.4871,0.0194,0.6427,0.0162,0.2476,0.0025,0.135,0.0205,35
proposed_disappearing_goal_belief_revision,delayed_reappearance,5,0.6714,0.0155,0.6161,0.0045,0.5514,0.0055,0.0837,0.0112,0.0323,0.0069,0.0429,0.0077,0.3861,0.0189,0.5122,0.0147,0.6434,0.018,0.247,0.0026,0.1378,0.0228,35
proposed_disappearing_goal_belief_revision,delayed_reappearance,6,0.6881,0.0172,0.6142,0.0056,0.5533,0.0036,0.0718,0.0122,0.033,0.0061,0.0469,0.0094,0.3806,0.0186,0.5,0.0152,0.6469,0.0181,0.2472,0.0027,0.1228,0.0219,35
proposed_disappearing_goal_belief_revision,nominal,0,0.719,0.0167,0.6738,0.0041,0.5983,0.0054,0.0408,0.0064,0.0241,0.0053,0.0286,0.0058,0.5027,0.0158,0.515,0.018,0.4661,0.0135,0.2441,0.0026,0.1075,0.0221,35
proposed_disappearing_goal_belief_revision,nominal,1,0.7136,0.0147,0.6722,0.0045,0.6017,0.0053,0.0514,0.0085,0.0224,0.0062,0.0337,0.0084,0.5071,0.0162,0.5187,0.0179,0.472,0.0114,0.2471,0.0029,0.1119,0.0202,35
proposed_disappearing_goal_belief_revision,nominal,2,0.7058,0.0136,0.6752,0.0045,0.5961,0.0046,0.0497,0.0076,0.0228,0.0058,0.0401,0.0085,0.5007,0.0152,0.5099,0.0166,0.466,0.0135,0.2472,0.0025,0.1323,0.0156,35
proposed_disappearing_goal_belief_revision,nominal,3,0.7099,0.0188,0.6733,0.0052,0.5952,0.0046,0.0544,0.0075,0.0286,0.0061,0.0435,0.0077,0.4823,0.0169,0.5303,0.0182,0.4652,0.0125,0.2446,0.0027,0.1184,0.0199,35
proposed_disappearing_goal_belief_revision,nominal,4,0.7163,0.0166,0.6737,0.0042,0.5999,0.0044,0.0551,0.0096,0.0265,0.0062,0.031,0.007,0.4908,0.0191,0.5357,0.0161,0.4741,0.0111,0.2473,0.0033,0.115,0.0201,35
proposed_disappearing_goal_belief_revision,nominal,5,0.7109,0.0153,0.6715,0.0045,0.5984,0.0049,0.0524,0.0085,0.0255,0.0075,0.0293,0.0068,0.4983,0.0191,0.517,0.0165,0.4687,0.0137,0.2473,0.0029,0.1214,0.0194,35
proposed_disappearing_goal_belief_revision,nominal,6,0.7279,0.0169,0.6713,0.004,0.6013,0.0049,0.0507,0.0087,0.0265,0.0063,0.033,0.007,0.4867,0.018,0.5133,0.0194,0.4718,0.0119,0.2447,0.0026,0.1031,0.021,35
proposed_disappearing_goal_belief_revision,occlusion_heavy_shift,0,0.6973,0.0153,0.6152,0.0046,0.5861,0.0042,0.0588,0.0112,0.0289,0.0077,0.048,0.009,0.4463,0.0163,0.5177,0.0191,0.5574,0.018,0.2479,0.0032,0.1262,0.0209,35
proposed_disappearing_goal_belief_revision,occlusion_heavy_shift,1,0.6881,0.0208,0.6151,0.0047,0.5866,0.0048,0.0565,0.0102,0.034,0.0083,0.0422,0.0077,0.4469,0.0213,0.515,0.0188,0.5577,0.0179,0.2483,0.0028,0.1286,0.0231,35
proposed_disappearing_goal_belief_revision,occlusion_heavy_shift,2,0.6871,0.0193,0.6144,0.0054,0.5896,0.0041,0.0694,0.0095,0.0296,0.0074,0.0469,0.0098,0.435,0.0198,0.5099,0.0169,0.5616,0.0193,0.2467,0.003,0.1248,0.0241,35
proposed_disappearing_goal_belief_revision,occlusion_heavy_shift,3,0.6884,0.0198,0.6135,0.0042,0.5906,0.0042,0.0612,0.0107,0.031,0.0072,0.0456,0.0088,0.4337,0.0212,0.4891,0.015,0.563,0.0152,0.2487,0.0027,0.1327,0.0228,35
proposed_disappearing_goal_belief_revision,occlusion_heavy_shift,4,0.6752,0.0218,0.6131,0.0051,0.5879,0.0046,0.0561,0.0101,0.0367,0.0077,0.0446,0.0109,0.4544,0.0202,0.5153,0.0146,0.5658,0.016,0.2483,0.0027,0.1405,0.024,35
proposed_disappearing_goal_belief_revision,occlusion_heavy_shift,5,0.6827,0.0235,0.6163,0.0061,0.5864,0.0047,0.0565,0.0085,0.0282,0.0075,0.0422,0.0088,0.4551,0.0199,0.4895,0.0178,0.5551,0.0178,0.2467,0.0033,0.1418,0.0274,35
proposed_disappearing_goal_belief_revision,occlusion_heavy_shift,6,0.6878,0.0186,0.6179,0.004,0.5887,0.0048,0.0609,0.0088,0.0333,0.0073,0.0456,0.0091,0.431,0.0154,0.5194,0.0193,0.554,0.0174,0.2449,0.0029,0.1408,0.021,35
proposed_disappearing_goal_belief_revision,physical_removal_shift,0,0.6891,0.0198,0.6117,0.0051,0.5669,0.0036,0.066,0.0099,0.0357,0.009,0.0405,0.0082,0.4752,0.0172,0.4745,0.0213,0.5699,0.0215,0.2472,0.0036,0.1163,0.0213,35
proposed_disappearing_goal_belief_revision,physical_removal_shift,1,0.6935,0.0182,0.6135,0.0047,0.5686,0.0043,0.0677,0.0136,0.0327,0.0058,0.0374,0.0077,0.4588,0.0193,0.4762,0.0178,0.5729,0.0199,0.2449,0.0026,0.1262,0.0249,35
proposed_disappearing_goal_belief_revision,physical_removal_shift,2,0.667,0.017,0.6152,0.004,0.5674,0.0043,0.0653,0.0098,0.0374,0.0071,0.0381,0.0076,0.4622,0.0178,0.4711,0.0182,0.5741,0.0222,0.2494,0.0023,0.149,0.0188,35
proposed_disappearing_goal_belief_revision,physical_removal_shift,3,0.6898,0.0212,0.6103,0.0046,0.5683,0.0044,0.0684,0.0084,0.032,0.0069,0.0435,0.0101,0.4561,0.0148,0.4898,0.0226,0.5667,0.0192,0.2477,0.0032,0.1255,0.0245,35
proposed_disappearing_goal_belief_revision,physical_removal_shift,4,0.6748,0.0137,0.6126,0.0051,0.5684,0.0043,0.0714,0.0125,0.033,0.0064,0.0388,0.0097,0.4599,0.0175,0.481,0.0185,0.5747,0.0201,0.25,0.0025,0.1384,0.02,35
proposed_disappearing_goal_belief_revision,physical_removal_shift,5,0.681,0.0182,0.616,0.0048,0.5656,0.0046,0.0622,0.0104,0.0344,0.0067,0.0364,0.0081,0.4677,0.0167,0.4765,0.0148,0.5677,0.0192,0.2466,0.0031,0.1279,0.0229,35
proposed_disappearing_goal_belief_revision,physical_removal_shift,6,0.6939,0.0188,0.6126,0.0044,0.5658,0.0044,0.0694,0.01,0.0303,0.006,0.0459,0.0101,0.4616,0.0189,0.4714,0.0198,0.57,0.0204,0.2491,0.0029,0.1197,0.0215,35
uncertainty_halt,combined_disappearance_stress,0,0.4276,0.0268,0.313,0.0047,0.242,0.0048,0.1898,0.0196,0.0752,0.012,0.1537,0.018,0.1626,0.0158,0.1857,0.0155,0.8949,0.0214,0.1983,0.0025,0.3578,0.026,35
uncertainty_halt,combined_disappearance_stress,1,0.417,0.0267,0.3128,0.0052,0.2453,0.0059,0.1823,0.0207,0.0888,0.014,0.1391,0.0161,0.166,0.0175,0.1827,0.0179,0.8975,0.0207,0.1963,0.0027,0.3827,0.0285,35
uncertainty_halt,combined_disappearance_stress,2,0.4361,0.0325,0.3092,0.0049,0.2398,0.0044,0.1769,0.0244,0.0915,0.0136,0.1531,0.0202,0.1701,0.0121,0.1864,0.0122,0.8961,0.0212,0.1964,0.0035,0.3738,0.0314,35
uncertainty_halt,combined_disappearance_stress,3,0.4085,0.0275,0.3111,0.0051,0.2428,0.0046,0.1833,0.0204,0.0878,0.0143,0.1432,0.0173,0.1619,0.0127,0.1963,0.0146,0.8945,0.0206,0.1983,0.0033,0.3966,0.0265,35
uncertainty_halt,combined_disappearance_stress,4,0.418,0.0241,0.311,0.0048,0.241,0.0038,0.1745,0.0231,0.0888,0.0114,0.1456,0.0173,0.1656,0.0146,0.182,0.0133,0.8962,0.0207,0.1949,0.003,0.3867,0.0293,35
uncertainty_halt,combined_disappearance_stress,5,0.4143,0.0264,0.3152,0.0039,0.2439,0.005,0.1878,0.02,0.0864,0.0152,0.1446,0.019,0.1748,0.0127,0.1847,0.0149,0.8921,0.0201,0.1943,0.0027,0.3993,0.0278,35
uncertainty_halt,combined_disappearance_stress,6,0.4374,0.023,0.3126,0.005,0.2416,0.004,0.1684,0.0212,0.0888,0.012,0.1432,0.0157,0.1694,0.0137,0.1888,0.0146,0.8967,0.0213,0.1955,0.003,0.367,0.025,35
uncertainty_halt,delayed_reappearance,0,0.4398,0.0227,0.3442,0.0042,0.263,0.0041,0.1656,0.0195,0.0752,0.0109,0.1357,0.0198,0.1684,0.0162,0.2211,0.015,0.8667,0.0185,0.1982,0.003,0.3704,0.0242,35
uncertainty_halt,delayed_reappearance,1,0.451,0.0238,0.3458,0.0046,0.2664,0.0038,0.181,0.0183,0.0748,0.0114,0.1425,0.0191,0.1578,0.0107,0.2303,0.0176,0.8724,0.0177,0.1963,0.0028,0.3599,0.0248,35
uncertainty_halt,delayed_reappearance,2,0.4531,0.0286,0.3481,0.0053,0.2666,0.0053,0.1639,0.0177,0.0677,0.0112,0.1401,0.0159,0.1643,0.0122,0.2173,0.015,0.8686,0.0184,0.1973,0.0027,0.3527,0.0326,35
uncertainty_halt,delayed_reappearance,3,0.4741,0.0284,0.3435,0.0042,0.2638,0.0052,0.1755,0.0196,0.0755,0.0116,0.1395,0.0188,0.1707,0.0143,0.2435,0.0163,0.8707,0.0178,0.1979,0.0027,0.3361,0.0326,35
uncertainty_halt,delayed_reappearance,4,0.4571,0.0216,0.3433,0.0042,0.2642,0.0036,0.1735,0.0169,0.0823,0.0124,0.1408,0.0198,0.1544,0.0141,0.2235,0.0176,0.8702,0.0175,0.1975,0.0027,0.3558,0.0246,35
uncertainty_halt,delayed_reappearance,5,0.4374,0.0246,0.3421,0.004,0.2657,0.0047,0.1636,0.0151,0.085,0.0111,0.1446,0.0152,0.1524,0.0124,0.2204,0.0166,0.8656,0.0191,0.1954,0.0026,0.3711,0.0235,35
uncertainty_halt,delayed_reappearance,6,0.4503,0.0228,0.3442,0.0048,0.2606,0.0047,0.169,0.0216,0.0803,0.0105,0.1398,0.02,0.1503,0.013,0.2384,0.014,0.8714,0.0186,0.1966,0.0034,0.3592,0.0263,35
uncertainty_halt,nominal,0,0.5374,0.0257,0.3977,0.0042,0.3101,0.0055,0.1041,0.014,0.0548,0.0077,0.1122,0.012,0.2748,0.0151,0.249,0.0177,0.6962,0.0137,0.1936,0.0027,0.2891,0.0265,35
uncertainty_halt,nominal,1,0.5187,0.0227,0.3956,0.0045,0.3094,0.0053,0.1143,0.0167,0.0639,0.0103,0.1061,0.0122,0.2728,0.0143,0.2514,0.0172,0.6992,0.0128,0.1959,0.0026,0.3037,0.0272,35
uncertainty_halt,nominal,2,0.5323,0.0244,0.3934,0.0047,0.3131,0.0051,0.1129,0.013,0.0544,0.0085,0.1167,0.0148,0.2762,0.018,0.2364,0.0177,0.6933,0.012,0.1968,0.0029,0.3058,0.0251,35
uncertainty_halt,nominal,3,0.5238,0.0212,0.3986,0.0055,0.3095,0.0038,0.1156,0.0139,0.0609,0.0095,0.1044,0.0133,0.2711,0.0157,0.2378,0.0167,0.6918,0.0127,0.1946,0.0031,0.3027,0.0224,35
uncertainty_halt,nominal,4,0.5204,0.0239,0.3984,0.0046,0.3059,0.0059,0.1102,0.0157,0.0537,0.0064,0.1143,0.0148,0.2636,0.0112,0.25,0.0166,0.6942,0.0128,0.1942,0.003,0.3109,0.0258,35
uncertainty_halt,nominal,5,0.5207,0.0225,0.4013,0.004,0.3098,0.0046,0.1058,0.0116,0.0578,0.0098,0.098,0.0126,0.266,0.0145,0.2442,0.0173,0.6905,0.0129,0.1927,0.003,0.3116,0.0263,35
uncertainty_halt,nominal,6,0.5313,0.0193,0.4009,0.0042,0.3127,0.0037,0.1177,0.0169,0.0626,0.01,0.1078,0.014,0.2575,0.0168,0.2412,0.0141,0.6876,0.0125,0.1939,0.0027,0.299,0.0214,35
uncertainty_halt,occlusion_heavy_shift,0,0.4704,0.0241,0.3348,0.0045,0.2971,0.0046,0.1224,0.0154,0.069,0.0102,0.1367,0.0174,0.216,0.0153,0.2534,0.0177,0.7841,0.0178,0.1969,0.0023,0.3531,0.0256,35
uncertainty_halt,occlusion_heavy_shift,1,0.4827,0.0199,0.3414,0.0037,0.2965,0.0053,0.1255,0.0179,0.0697,0.0106,0.1361,0.0167,0.2109,0.0151,0.234,0.0144,0.7856,0.0179,0.1944,0.0028,0.334,0.0244,35
uncertainty_halt,occlusion_heavy_shift,2,0.4653,0.0262,0.3384,0.0049,0.2979,0.0049,0.132,0.0138,0.0759,0.0125,0.134,0.0136,0.2211,0.0127,0.2296,0.0185,0.7831,0.018,0.1943,0.0035,0.3446,0.0319,35
uncertainty_halt,occlusion_heavy_shift,3,0.4738,0.0234,0.3399,0.0039,0.297,0.0041,0.1364,0.0182,0.066,0.0099,0.1388,0.0196,0.2129,0.0147,0.2327,0.0157,0.7893,0.0182,0.1938,0.0028,0.3473,0.0238,35
